name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Sardine im Öl, abgetropft",,,24.4,0.5,11.6,204,2.8,4.1,3.5,,,0,0.8,0,59,,,0.04,0.16,7.1,0.68,0.28,,16,13.6,0,7.6,1.7,,,39,370,570,,1.9,300,2,310,35,80,,
"Sardine, in Tomatensauce, Konserve",,,18.5,0.9,10.8,177,2.9,2.7,3.5,,,0.9,0.8,1.1,71,,,0.03,0.22,5.5,0.63,0.25,,4,8.9,0,3.3,2.3,,,38,370,460,,2,320,2.7,420,39,26,,
"Sardine, roh",,,19.8,0,6.1,134,1.8,1.8,1.6,,,0,0.3,0,51,,,Sp.,0.34,10.1,0.69,0.31,,7,8.3,Sp.,4,0.31,,,32,390,50,,0.7,140,1.6,260,51,79,,
Saucisse aux choux,,,15.9,1.6,32.4,363,11.8,15.1,3.6,,,1.5,2.5,0.8,46,,,0.44,0.13,2.69,0.38,0.27,,12.1,1.05,72.9,0,0.68,,,17,160,15,,1.1,990,0.7,72,k.A.,1.4,,
Saucisson,,,18.2,0.5,36.4,403,13.2,17.2,4.1,,,0.5,2.5,0,73,,,0.72,0.2,4.36,0.52,0.42,,2.5,1.61,59.2,0,0.64,,,21,330,3.8,,1.7,1000,0.9,160,k.A.,1.2,,
"Saucisson, gekocht (ohne Zusatz von Fett und Salz)",,,21.1,0.6,39.4,442,14.3,18.6,4.5,,,0.6,2.6,0,88,,,0.65,0.23,3.94,0.47,0.38,,2,1.36,50,0,0.7,,,26,330,3.9,,2,1020,1.1,190,k.A.,1.4,,
Saucisson vaudois,,,16.5,0.2,32.3,358,12,14.8,2.9,,,0.2,2.1,0,71,,,0.45,0.12,4.7,0.9,0.21,,k.A.,0.7,19.5,0,0,,,17,260,14,,1.8,830,0.7,170,9.4,k.A.,,
"Sauerkraut, in Essig eingelegt",,,1.3,1.7,0.3,19,0.1,0,0.2,,,Sp.,1.4,2.2,0,,,0.03,0.05,0.2,0.2,0.17,,12,0,17,0,0.1,,,11,220,36,,0.3,550,0.5,30,k.A.,3.1,,
Sauerrahm,,,2.4,2.8,35,336,21,8.2,1.6,,,2.8,0.1,0,105,,,0.02,0.17,0.2,0.26,0.03,,23,0.19,Sp.,0.4,0.7,,,7,100,73,,0.3,30,0.1,64,k.A.,9,,
Saurer Halbrahm,,,2.7,3.2,16.6,173,10.8,4.3,0.8,,,3.2,0.1,0,50,,,0.04,0.2,0.1,0.29,0.04,,11,0.23,Sp.,0.3,0.45,,,11,130,100,,0.4,40,0.1,80,k.A.,11,,
Sbrinz,,,28.0,0,33.2,415,19.9,7.8,1.5,,,0,1.8,0,100,,,0.01,0.39,0.2,0.44,0.1,,8,2.07,Sp.,0.6,0.35,,,38,96,1030,,4.3,710,0.3,660,k.A.,40,,
"Scampi (Kaisergranat), roh",,,19.6,0.8,1.3,93,0.2,0.3,0.5,,,0,0.9,0,95,,,0.13,0.01,5.67,1.5,0.21,,17,0.9,3,0,1.5,,,68,210,29,,4.6,340,2,180,55,240,,
Schafmilch,,,5.5,4.7,7.1,105,4.1,1.7,0.5,,,4.7,0.1,0,27,,,0.08,0.4,0.45,0.36,0.03,,10,0.44,4.2,0.1,0.25,,,18,120,180,,0.5,46,0,140,k.A.,10,,
"Schalotte, roh",,,1.8,12.2,0.5,66,0,0,0,,,3.3,0.0,2.6,0,,,0.04,0.01,0.2,0.19,0.1,,10.2,0,8,0,0.08,,,7.5,220,9.5,,0.2,5,0.1,46,k.A.,k.A.,,
Schaumwein,,,0.2,1.5,0,71,0,0,0,,,1.5,0.0,0,0,,,Sp.,Sp.,0.1,0.03,0.02,,Sp.,0,0,0,0,,,6,48,10,,0,4,0.8,7,k.A.,10,,
Schinkengipfeli,,,11.1,26,20.9,340,9.5,8.1,2.2,,,0.7,1.4,1.4,43,,,0.21,0.09,1.67,0.42,0.1,,9.5,0.12,20.2,0.2,2.06,,,16,210,24,,0.9,570,0.7,130,k.A.,5.1,,
"Schmelzkäse, Scheibe, Rahm",,,14.3,0,30,327,18,7,1.4,,,0,3.0,0,90,,,0.04,0.37,0.2,1,0.07,,3,2,Sp.,0.9,0.65,,,45,100,550,,4,1200,0.9,750,k.A.,35,,
"Schmelzkäse, Scheibe, viertelfett",,,19.4,0,8.6,155,5.2,2,0.4,,,0,3.0,0,26,,,0.03,0.32,0.2,0.74,0.07,,3,1.62,Sp.,0.2,0.2,,,45,150,600,,4,1200,0.9,1200,k.A.,35,,
"Schmelzkäse, Scheibe, vollfett",,,22.8,0,25,316,15,5.9,1.2,,,0,3.0,0,75,,,0.03,0.23,0.2,0.42,0.07,,3,1.17,Sp.,0.7,0.54,,,45,150,600,,4,1200,0.9,800,k.A.,35,,
"Schmelzkäse, streichfähig, Rahm",,,12.9,0,29.4,316,17.6,6.9,1.3,,,0,2.8,0,88,,,0.04,0.37,0.15,1,0.07,,3,2,Sp.,0.6,0.89,,,30,150,400,,4,1100,0.9,600,k.A.,35,,
"Schmelzkäse, streichfähig, viertelfett",,,16.4,0,9.3,150,5.6,2.2,0.4,,,0,3.0,0,28,,,0.03,0.38,0.2,1,0.07,,3,2,Sp.,0.2,0.27,,,30,200,600,,4,1200,0.9,1100,k.A.,35,,
"Schmelzkäse, streichfähig, vollfett",,,14.1,0,21.2,247,12.7,5,1,,,0,3.0,0,64,,,0.03,0.38,0.2,1,0.07,,3,2,Sp.,0.5,0.67,,,30,150,500,,4,1200,0.9,700,k.A.,35,,
"Schnittlauch, roh",,,3.0,1.9,0.6,30,0.1,0.1,0.2,,,1.9,0.0,2.3,0,,,0.08,0.11,0.7,0.3,0.13,,130,0,60,0,1.6,,,40,280,86,,0.5,3,1.5,54,k.A.,4.2,,
Schnitzelbrot mit Cocktailsauce,,,14.5,25.1,11.2,262,1.1,6.7,2.7,,,0.5,1.3,1.3,47,,,0.08,0.14,3.07,0.6,0.14,,16.8,0.41,0.5,0.1,2.63,,,19,190,9.2,,1.4,520,1.5,130,k.A.,2.1,,
Schnitzelbrot mit Tartarsauce,,,13.9,23.2,10.1,242,1,6,2.4,,,0.4,1.2,1.3,53,,,0.07,0.14,2.86,0.61,0.13,,18.6,0.41,1.8,0.1,2.33,,,18,180,11,,1.4,480,1.4,130,k.A.,2.6,,
Schoggibrötli,,,8.6,49.7,14.3,366,8.5,4.1,0.9,,,16.3,1.3,2.2,20,,,0.12,0.21,0.51,0.35,0.1,,21.6,0.05,0.9,0.1,0.43,,,34,310,100,,1.1,530,1.3,160,k.A.,1.1,,
"Schokolade, dunkel (bitter)",,,5.7,53.4,31.8,537,19.7,11,1.1,,,50,0.0,7,1,,,0.08,0.15,0.6,0.19,0.05,,7,0,0,0,0,,,120,830,48,,2.2,15,6.7,140,7.1,2.3,,
"Schokoladencake/ -gugelhopf/ -muffin, hausgemacht",,,8.1,47.3,21.9,424,10.5,7.7,2,,,30.7,0.3,2.9,74,,,0.07,0.18,0.36,0.41,0.04,,12,0.22,0.2,0.5,2.57,,,50,310,68,,1.1,110,2,170,5.4,7.5,,
Schokoladencrème,,,3.6,20,3,122,1.5,0.9,0.2,,,18.7,0.2,0.5,110,,,0.04,0.21,0.3,0.5,0.05,,Sp.,0.1,0,0.1,0.1,,,14,230,150,,0.6,65,0.9,100,k.A.,7,,
"Schokoladenkuchen, feucht, hausgemacht",,,6.3,44.6,32.8,503,18.8,9,1.8,,,39.2,0.5,2,172,,,0.06,0.13,0.2,0.65,0.04,,12.7,0.42,0,1.2,0.76,,,38,280,48,,1.1,220,2.4,220,9.3,15,,
Schokoladenpulver,,,5.3,71.3,7.8,398,4.6,2.6,0.2,,,70.6,0.0,10.5,0,,,0.04,0.13,0.86,0.35,0.05,,12,0,0,0,0.22,,,130,620,37,,1.8,5,4.2,210,k.A.,0.9,,
"Schokolade, weiss",,,6.7,55.8,35.2,567,21.9,11.7,1.3,,,55.3,0.3,0.2,16,,,0.06,0.28,0.75,0.61,0.06,,7,0.56,2.1,k.A.,0.96,,,12,330,260,,0.7,110,0.3,180,k.A.,4.9,,
"Scholle, roh",,,17.1,0,1.9,85,0.4,0.4,0.7,,,0,0.3,0,63,,,0.21,0.22,2.9,0.8,0.22,,11,1.5,1.5,3,1.03,,,22,310,61,,0.5,100,0.9,200,32,53,,
Schümliguetzli,,,4.2,83.5,9.9,444,6.2,3.4,0.3,,,82.4,0.1,2.2,0,,,0.03,0.14,0.2,0.12,0.02,,4.4,0.07,0,0,0,,,41,290,18,,0.7,46,2.1,46,4.8,2.4,,
Schümliguetzli mit Schokolade,,,5.2,71.5,19.4,486,12.1,6.6,0.7,,,70.2,0.3,2,6,,,0.05,0.26,0.29,0.15,0.03,,5.6,0.04,1.3,0,0.11,,,47,450,120,,1.1,110,2.1,130,k.A.,9,,
Schützenwurst,,,9.2,0.2,23,244,8.5,10.8,2.3,,,0.2,2.1,0,46,,,0.1,0.1,1.78,0.19,0.06,,1.4,0.8,52.2,0,0.31,,,7.3,82,5.5,,1.4,850,0.9,140,k.A.,0.6,,
Schwarzwälder Kirschtorte,,,3.9,21.4,16.1,248,9.3,5,0.8,,,12,0.1,0.9,88,,,0.03,0.1,0.19,0.28,0.04,,6,Sp.,0.8,1,0.72,,,13,110,47,,0.5,51,0.7,77,k.A.,5.3,,
"Schwarzwurzel, gedämpft (ohne Zugabe von Salz)",,,1.5,2.2,0.3,56,0,0.1,0.2,,,2.2,0.0,19.3,0,,,0.12,0.04,0.27,0.21,0.09,,19.5,0,4.4,0,0.89,,,23,230,35,,0.4,2.7,1,86,0.2,0.2,,
"Schwarzwurzel, roh",,,1.4,2.1,0.3,54,0,0.1,0.2,,,2.1,0.0,18.5,0,,,0.14,0.04,0.3,0.22,0.1,,29.2,0,4.9,0,0.8,,,24,240,33,,0.4,3,1.1,82,0.2,0.2,,
"Schwein, Brustspitz, roh",,,17.9,0,18.6,239,7.2,8.9,1.8,,,0,0.1,0,59,,,0.7,0.31,5,0.89,0.51,,2,0.7,0,0.4,0.27,,,19,310,6,,2.2,54,0.7,170,k.A.,1.1,,
"Schwein, Eckstück, Plätzli, gebraten (ohne Zusatz von Fett und Salz)",,,33.0,0,3.3,162,0.9,1.2,0.4,,,0,0.2,0,97,,,0.62,0.25,4.96,0.84,0.36,,11.8,1.23,0,0,0.75,,,27,270,12,,4,94,2.6,220,18,1.5,,
"Schwein, Eckstück, roh",,,22.6,0,2.7,115,0.7,1,0.4,,,0,0.2,0,63,,,0.8,0.19,4.3,0.68,0.39,,9,1,0,Sp.,0.57,,,21,290,9,,2.6,72,1.7,170,11,1,,
"Schweinefleisch (Durchschnitt exkl. Innereien, Kotelett, Haxe), roh",,,21.4,0,8.3,160,2.9,3.6,0.8,,,0,0.2,0,63,,,0.83,0.2,4.63,0.81,0.49,,3.4,0.77,0,0.3,0.31,,,21,330,6,,2.7,64,1,180,k.A.,1.1,,
Schweineschmalz,,,0.0,0,100,900,38.4,43.8,12.1,,,0,0.0,0,85,,,0,0,0,0,0,,0,0,0,2.5,1.6,,,0,1,0,,0.1,1,0,0,Sp.,9.7,,
"Schwein, Filet, gebraten (ohne Zusatz von Fett und Salz)",,,29.3,0,4,153,1.6,1.8,0.3,,,0,0.4,0,90,,,0.69,0.31,4.48,1,0.38,,4.7,0.78,0,0.8,0.12,,,30,350,10,,2.8,150,1.7,270,k.A.,1.4,,
"Schwein, Filet, roh",,,22.2,0,3.6,121,1.4,1.6,0.3,,,0,0.3,0,65,,,1,0.26,4.3,0.9,0.45,,4,0.7,0,0.7,0.1,,,25,420,8,,2,130,1.2,230,k.A.,1,,
"Schwein, Gehacktes, roh",,,20.5,0,8.5,159,3.1,4.2,0.8,,,0,0.1,0,63,,,0.84,0.16,4.93,0.7,0.39,,4,0.8,0,0.4,0.27,,,19,330,4.2,,2.7,46,1.1,180,k.A.,1,,
"Schwein, Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",,,29.8,0,6.4,176,1.9,2.6,0.7,,,0,0.2,0,97,,,0.44,0.16,4.74,0.92,0.6,,2.5,0.82,0,0.5,0.34,,,25,300,5.7,,3.5,60,1,240,15,1.4,,
"Schwein, Geschnetzeltes, roh",,,21.3,0,5.4,134,1.6,2.2,0.6,,,0,0.1,0,66,,,0.6,0.13,4.3,0.78,0.68,,2,0.7,0,0.4,0.27,,,20,340,4.3,,2.4,48,0.7,190,10,1,,
"Schwein, Hals, Steak, gebraten (ohne Zusatz von Fett und Salz)",,,26.4,0,16.6,255,6.4,7.7,1.7,,,0,0.1,0,88,,,0.66,0.13,4.47,1.05,0.39,,2.5,0.82,0,0.5,0.34,,,23,290,5,,4.1,59,1.3,220,24,1.7,,
"Schwein, Hals, Steak, roh",,,18.9,0,14.1,203,5.5,6.5,1.4,,,0,0.1,0,60,,,0.9,0.1,4.05,0.89,0.44,,2,0.7,0,0.4,0.27,,,18,330,3.8,,2.8,47,0.9,180,16,1.1,,
"Schwein, Haxe, geschmort (ohne zusatz von Fett und Salz)",,,36.6,0.9,9.9,239,3.5,4.4,1,,,0,0.1,0,108,,,0.61,0.26,3.79,0.53,0.34,,3.2,1.85,0,0,0.59,,,25,250,2.6,,2.4,57,1.7,170,k.A.,1.5,,
"Schwein, Haxe, roh",,,25.6,0.7,7.6,173,2.7,3.4,0.8,,,0,0.2,0,70,,,0.89,0.23,4.93,0.69,0.49,,3,2,0,Sp.,0.45,,,25,300,2,,2,74,1.1,170,k.A.,1,,
"Schwein, Kotelett, gebraten (ohne Zusatz von Fett und Salz)",,,31.3,0,12.8,240,4.8,5.8,1.3,,,0,0.1,0,86,,,0.65,0.21,5.76,0.97,0.65,,2.6,0.86,0,0.5,0.35,,,27,320,6.8,,2.2,56,0.6,260,26,1.7,,
"Schwein, Kotelett, roh",,,21.4,0,10.4,179,3.9,4.7,1,,,0,0.1,0,56,,,0.84,0.16,4.99,0.79,0.7,,2,0.7,0,0.4,0.27,,,21,350,4.9,,1.4,43,0.4,200,17,1.1,,
"Schwein, Leber, roh",,,20.7,0.9,4.9,131,1.7,0.5,1.4,,,0,0.2,0,354,,,0.31,3.2,16,6.8,0.59,,136,39,23,Sp.,0.6,,,23,360,7.6,,6.5,77,18,410,56,14,,
"Schwein, Nierstück, roh",,,22.9,0,5.1,138,2,2.4,0.6,,,0,0.1,0,56,,,0.9,0.1,4.3,0.89,0.59,,2,0.7,0,0.4,0.27,,,21,370,3.7,,1.3,38,0.4,200,13,1.2,,
"Schwein, Runder Mocken, roh",,,20.6,0,4.9,127,1.7,2.5,0.6,,,0,0.1,0,65,,,0.84,0.16,6.39,0.89,0.54,,2,0.7,0,0.4,0.27,,,19,350,3.7,,2.5,45,0.7,190,k.A.,1.1,,
Schweinsbratwurst,,,16.2,0.5,18.8,236,7.4,8.8,1.8,,,0.5,1.9,0,67,,,0.48,0.12,4.7,0.7,0.21,,2.5,0.4,2.2,Sp.,0,,,18,260,10,,2.1,760,1,160,8.3,k.A.,,
"Schweinsbratwurst, gebraten (ohne Zusatz von Fett und Salz)",,,19.8,0.6,22.3,283,8.7,10.4,2.1,,,0.6,2.1,0,83,,,0.45,0.14,4.99,0.74,0.2,,2.7,0.45,2.2,0,0,,,22,280,13,,2.6,860,1.3,190,10,k.A.,,
"Schwein, Schulter, Braten ""medium"", im Ofen gebraten (ohne Zugabe von Fett und Salz)",,,29.6,0,9.3,202,1.9,2.5,0.7,,,0,0.2,0,92,,,0.53,0.34,4,0.55,0.4,,2.9,0.97,0,0,0.46,,,26,240,8.5,,6.7,75,1.5,150,k.A.,1.3,,
"Schwein, Schulter, Braten, roh",,,24.6,0,9.2,181,1.9,2.5,0.7,,,0,0.2,0,73,,,0.7,0.31,4.05,0.54,0.5,,2.7,0.9,0,Sp.,0.43,,,23,260,8.1,,5.3,68,1.3,140,k.A.,1,,
"Schwein, Schulter, Braten ""well done"", im Ofen gebraten (ohne Zugabe von Fett und Salz)",,,32.5,0,10.2,221,2.1,2.8,0.8,,,0,0.2,0,101,,,0.58,0.37,4.39,0.6,0.44,,3.2,1.06,0,0,0.51,,,28,260,9.3,,7.4,83,1.6,170,k.A.,1.4,,
"Schweinspiccata, zubereitet",,,22.9,5.5,12.4,226,3.2,6.2,1.5,,,0.1,0.9,0.3,153,,,0.34,0.22,2.51,1.01,0.21,,20,1.12,0,0.8,1.03,,,21,200,100,,2.7,350,1.9,220,k.A.,15,,
"Schweinsragout mit Sauce, zubereitet",,,11.5,3,5.1,105,1.2,3.1,0.6,,,1.2,0.8,0.6,36,,,0.19,0.14,1.46,0.27,0.12,,7,0.24,0.7,0.2,0.75,,,9,140,9.1,,1.2,300,0.5,77,k.A.,1,,
Schweinswurst,,,16.2,0.5,22.4,268,9,10.4,1.9,,,0.5,2.3,0,61,,,0.29,0.13,4,0.6,0.16,,k.A.,0.8,34.6,Sp.,0,,,17,260,10,,2.3,930,1,190,8.4,k.A.,,
"Schwein, Voressen, roh",,,20.9,0,5.7,135,2.1,2.9,0.6,,,0,0.1,0,63,,,0.7,0.31,4.93,0.78,0.39,,2,0.7,0,0.4,0.52,,,19,340,4.7,,2.5,46,0.8,190,k.A.,0.8,,
"Seehecht, roh",,,17.0,0,0.6,74,0.1,0.2,0.2,,,0,0.2,0,50,,,0.05,0.08,1.43,0.19,0.18,,12,2.1,1.5,Sp.,0.2,,,25,320,25,,0.4,77,0.7,190,22,120,,
"Seelachs, roh",,,19.3,0,0.8,84,0.2,0.1,0.2,,,0,0.1,0,71,,,0.05,0.05,2,0.38,0.18,,10,1.3,0,0.8,0.76,,,14,440,8,,0.3,40,0.2,170,26,85,,
"Seezunge, roh",,,18.7,0,0.6,80,0.1,0.1,0.2,,,0,0.3,0,50,,,0.07,0.05,3.5,0.3,0.31,,10,0.8,2,8,1.03,,,25,350,29,,0.1,120,0.6,270,23,25,,
Seitan,,,28.0,3,7.2,193,0.6,3.4,1.8,,,0.7,1.3,2.3,0,,,0.05,0.05,0.21,0.09,0.03,,16.6,0,0.5,0.3,1.48,,,21,94,32,,1.6,540,1.6,87,21,17,,
"Sellerie-Piccata, zubereitet",,,5.4,8.4,8.2,136,2.2,4.1,1,,,1.5,0.3,3.5,66,,,0.06,0.1,0.25,0.75,0.15,,23.7,0.31,4.2,0.5,0.58,,,15,390,95,,0.7,130,0.6,120,k.A.,11,,
"Selleriescheiben, paniert, zubereitet",,,4.7,15.4,5.7,139,0.7,3.5,0.9,,,1.9,0.3,4,45,,,0.08,0.07,0.31,0.7,0.16,,24.2,0.16,4.3,0.3,0.55,,,15,400,47,,0.6,130,0.7,88,k.A.,7.4,,
Semmeli,,,9.2,48.5,0.9,245,0.2,0.1,0.5,,,0.4,1.6,3,0,,,0.14,0.09,0.83,0.34,0.11,,37,0,0,0,0.35,,,22,150,10,,0.8,650,1,91,2.5,0.9,,
Senf,,,7.1,3.8,7.7,124,0.5,4.1,2.7,,,2.6,4.1,5.3,0,,,0.24,0.04,1.15,0.21,0.02,,18,0,0.5,0,1.34,,,95,200,110,,1.1,1640,1.7,210,k.A.,20,,
Sesamöl,,,0.0,0,100,900,14.9,40.2,40,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,1.4,,,0,0,0,,0,0,0,0,0,0,,
"Sesamsamen, geschält",,,26.8,4.6,57.4,660,8.6,21.4,21.7,,,1.6,0.1,8.8,0,,,0.83,0.12,4.6,0.35,0.35,,115,0,0,0,0.08,,,350,470,37,,5.8,26,5.8,640,56,5,,
Sesamsamen ungeschält,,,23.1,4,53.8,619,7.4,19.4,21.1,,,1.2,0.0,13.3,0,,,0.75,0.22,4.61,0.34,0.34,,171,0,0,0,0.08,,,330,500,930,,5.5,1,7.7,620,20,5,,
"Sherry, 18.5 vol%",,,0.1,3.6,0,118,0,0,0,,,3.6,0.0,0,0,,,0,0.01,0.08,0.04,0.02,,1,0.1,0,0,0,,,8,89,9,,0.3,6,0.5,7,k.A.,10,,
"Siedfleischsalat, zubereitet",,,15.0,1.5,14.9,201,3.5,7.9,2.8,,,1.2,0.8,0.5,45,,,0.03,0.09,2.58,0.35,0.21,,11.5,0.67,7.3,0.3,2.76,,,13,200,11,,3.3,310,1.4,100,k.A.,2.9,,
"Silberzwiebel, in Essig eingelegt",,,0.9,4.9,0.2,28,0,0,0.1,,,3.5,1.1,1.3,0,,,0.02,Sp.,0.1,Sp.,0.1,,14,0,Sp.,0,0.31,,,Sp.,93,22,,0.1,450,0.2,23,k.A.,Sp.,,
Sirup unverdünnt,,,0.1,70.6,0.1,286,0,0,0.1,,,70.3,0.0,0.7,0,,,0.01,0.01,0.07,0.03,0.02,,2,Sp.,4,Sp.,0.16,,,2,49,3,,0.1,1,0.4,4,k.A.,0.7,,
Sirup zubereitet (verdünnt im Verhältnis 1:5.5),,,0.0,13.5,0,55,0,0,0,,,13.4,0.0,0.1,0,,,0,0,0.01,0.01,0,,0.4,0,0.8,0,0.03,,,1.2,9.4,6.2,,0,1,0.1,0.8,0,0.1,,
"Sojabohne, gekocht (ohne Zugabe von Fett und Salz)",,,15.0,3.3,7.3,157,1,1.5,4.3,,,2.6,0.0,8.8,0,,,0.27,0.14,0.7,0.37,0.28,,50,0,8.2,0,0.23,,,75,540,72,,1.5,2,2.2,200,k.A.,2.5,,
"Sojabohne, getrocknet",,,38.2,8.7,18.3,396,2.4,3.7,10.7,,,6.8,0.0,22,0,,,1.03,0.46,2.7,1.7,1,,250,0,34,0,0.64,,,220,1800,200,,4.2,4.7,6.6,550,k.A.,6.3,,
"Sojagetränk, nature",,,3.6,1.5,2.1,40,0.3,0.4,1.1,,,1.4,0.1,0.6,0,,,0.04,0.01,0.17,0.12,0.04,,17.7,0,0,0,0.21,,,20,160,12,,0.3,23,0.5,50,1,1.3,,
"Sojagetränk, nature, mit Calcium and Vitaminen angereichert",,,3.6,1.5,2.1,40,0.3,0.4,1.1,,,1.4,0.1,0.6,0,,,0.04,0.16,0.17,0.12,0.04,,17.7,0.29,0,0.6,0.21,,,20,160,120,,0.3,23,0.5,81,1,1.3,,
"Sojamehl, entfettet",,,51.5,7.5,1.2,296,0.2,0.2,0.7,,,7.4,0.1,24.5,0,,,0.69,0.25,2.6,1.98,0.57,,303,0,0,0,0.04,,,300,2400,240,,2.5,20,9.2,670,1.7,0.8,,
"Sojamehl, vollfett",,,40.8,17.3,22.4,470,2.7,3.8,12.4,,,6.1,0.0,18,0,,,0.38,0.26,1.9,1.79,0.4,,245,0,0,0,2.39,,,250,1870,180,,4.1,1,8.4,670,7,0.5,,
Sojaöl,,,0.0,0,100,900,14.7,22.1,60.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,6.1,,,0,1,0,,0,0,0,0,0,0,,
Sojasauce,,,8.1,4.1,0.6,56,0.1,0.1,0.3,,,0.4,14.0,0.8,0,,,0.03,0.17,2.2,0.3,0.15,,14,0,0,0,0,,,74,440,33,,0.9,5490,1.5,170,0.5,1,,
"Sojasprossen, roh",,,5.5,4.7,1,55,0.1,0.1,0.7,,,4.6,0.1,2.4,0,,,0.08,0.16,1.5,0.49,0.09,,160,0,9.6,0,0.1,,,19,240,32,,1,30,0.9,75,k.A.,2,,
Sonnenblumenkerne,,,25.1,3.6,54.5,621,5.4,19.8,23.5,,,3.4,0.0,8,0,,,1.48,0.36,8.3,1.13,0.57,,227,0,1,0,36.85,,,330,750,86,,5.8,3.6,5,670,9.9,4,,
Sonnenblumenöl,,,0.0,0,100,900,11.1,27.6,56.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,56.95,,,0,1,1,,0.1,1,0.1,0,0,0,,
"Sonnenblumenöl HO (high oleic), raffiniert",,,0.0,0,100,900,9.9,83.7,3.8,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,40,,,0,0,0,,0,0,0,0,0,0,,
"Sorbet, Frucht",,,0.2,32.1,0,137,0,0,0,,,32.1,0.0,0.4,0,,,0.02,0.01,0.07,0.05,0.01,,5,0,10,0,0.05,,,4,41,12,,0.1,1,0.2,6,k.A.,2.6,,
"Spargel, grün, roh",,,1.9,3.1,0.3,26,0.1,0,0.2,,,1.9,0.0,1.8,0,,,0.13,0.12,0.24,0.27,0.11,,98.5,0,12.5,0,2,,,13,250,17,,0.6,2,0.4,59,0.6,4,,
"Spargel, weiss, roh",,,2.4,2.5,0.3,26,0.1,0,0.2,,,1.9,0.0,1.8,0,,,0.09,0.23,0.98,0.16,0.06,,61.2,0,17.7,0,1.13,,,8.9,190,16,,0.4,1.8,0.4,41,0.6,4,,
"Spargel (weiss und grün), gedämpft (ohne Zugabe von Salz)",,,2.0,2.7,0.3,25,0.1,0,0.2,,,1.8,0.0,1.7,0,,,0.09,0.16,0.49,0.19,0.07,,47.6,0,11.1,0,1.13,,,9.8,190,15,,0.5,1.8,0.3,48,0.9,4.8,,
"Spargel (weiss und grün), roh ",,,2.2,2.8,0.3,26,0.1,0,0.2,,,1.9,0.0,1.8,0,,,0.12,0.18,0.61,0.22,0.08,,79.4,0,14.8,0,1.13,,,11,220,16,,0.5,2.1,0.4,50,1,5,,
Spätzli gebraten mit Butter,,,7.3,26.2,6.9,199,3.3,1.8,0.8,,,0.2,1.1,1.3,82,,,0.07,0.06,0.11,0.46,0.07,,10.5,0.21,0,0.6,0.48,,,16,100,16,,0.7,430,0.9,86,5.2,8.3,,
"Spätzli, gekocht, abgetropft, hausgemacht",,,6.7,24.2,2.3,146,0.6,0.7,0.6,,,0.2,1.0,1.2,64,,,0.08,0.06,0.11,0.53,0.07,,13.9,0.19,0,0.5,0.42,,,15,92,14,,0.6,390,0.9,78,4.8,7.3,,
"Spinat, gedämpft (ohne Zugabe von Salz)",,,3.3,1.6,0.8,31,0.1,0,0.4,,,0.1,0.2,2.3,0,,,0.08,0.24,0.65,0.26,0.24,,74.5,0,36.9,0,2.76,,,110,660,130,,0.7,77,1.9,58,0.6,15,,
"Spinatkuchen, gebacken (mit Blätterteig)",,,6.1,11.5,12.8,189,6.9,3.4,1,,,1.1,1.2,1.8,51,,,0.1,0.17,0.64,0.35,0.15,,31.2,0.11,15.4,0.4,1.84,,,59,400,94,,0.8,490,1.4,85,k.A.,12,,
"Spinatkuchen, gebacken (mit Kuchenteig)",,,6.5,13.8,11.9,192,6.3,3.2,1,,,1.1,1.2,1.9,48,,,0.1,0.17,0.65,0.36,0.15,,31.5,0.11,15.4,0.3,1.84,,,60,400,94,,0.9,490,1.4,89,k.A.,12,,
"Spinat, roh",,,2.6,1.3,0.6,25,0.1,0,0.4,,,0.1,0.2,1.9,0,,,0.07,0.2,0.62,0.23,0.21,,94.4,0,51,0,2.1,,,89,590,100,,0.6,69,1.8,46,0.4,12,,
"Spirituosen 40 vol% (z.B. Vodka, Gin)",,,0.0,0,0,234,0,0,0,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,4,0,,0,3,0,4,k.A.,0,,
Spitzbube (Mürbeteiggebäck mit Konfitüre),,,5.8,60.3,25.6,499,15.1,5.9,1.4,,,30.9,0.1,1.9,67,,,0.07,0.04,0.35,0.17,0.07,,3.6,0.01,1,0.4,0.63,,,16,110,14,,0.6,34,1,60,1.6,1,,
