name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0.0,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
"Fish (average), raw ",,,20.9,0.0,6.9,146,1.4,2.2,1.7,,,0,0.2,0.0,47,,155,0.18,0.13,6.96,1.15,0.52,,13.3,5.31,0.3,6.3,1.04,,,30,390,23,,0.6,62.0,0.8,230,n.d.,45,,
"Fish fingers (sticks), breaded and pre deep fried",,,15.5,15.3,11.7,230,0.9,6.8,3.4,,,0.1,0.6,0.8,47,,2,0.07,0.04,1.43,0.29,0.13,,8.6,0.88,0,0.9,1.16,,,19,300,10,,0.5,250.0,0.5,150,n.d.,89,,
"Fish fingers/sticks (breaded and pre deep fried), fried in HOLL rapeseed oil",,,16.0,16.6,18.6,300,1.4,12,4.3,,,0.1,0.6,0.9,51,,2,0.06,0.04,1.4,0.25,0.11,,7.4,0.86,0,0.8,1.53,,,19,280,11,,0.5,230.0,0.4,140,n.d.,97,,
"Fish fingers/sticks (breaded and pre deep fried), oven baked (without addition of fat)",,,16.8,17.4,12.2,248,0.9,7.1,3.5,,,0.1,0.6,1.0,53,,2,0.06,0.04,1.35,0.26,0.13,,7.8,0.9,0,0.8,1.23,,,20,290,12,,0.6,240.0,0.4,150,n.d.,100,,
"Fish product, anchovy in oil, drained",,,26.4,0.2,8.5,182,2.9,3.4,1.3,,,0.1,12.0,0.0,76,,12,0.04,0.25,3.9,0.63,0.37,,16,20.9,0.5,1.7,1.16,,,230,250,290,,1.7,4970.0,2.7,280,n.d.,30,,
"Fish product, sardine in oil, drained",,,23.0,0.0,13.7,215,2.8,4.7,4.9,,,0,1.2,0.0,72,,33,0.02,0.25,6.5,0.6,0.21,,12,12,0,6,0.4,,,37,380,400,,2.3,480.0,2.5,470,n.d.,26,,
"Fish, hake, raw",,,17.0,0.0,0.3,71,0.1,0.1,0.1,,,0,0.2,0.0,50,,0,0.05,0.08,2.2,0.19,0.18,,12,2.1,1.5,0,0.19,,,25,320,25,,0.4,77.0,0.7,190,n.d.,120,,
"Fish, plaice, raw",,,17.1,0.0,1.9,86,0.3,0.5,0.5,,,0,0.3,0.0,63,,16,0.21,0.22,4,0.8,0.22,,11,1.5,1.5,3,0.8,,,22,310,61,,0.5,100.0,0.9,200,n.d.,53,,
"Fish, pollock, raw",,,19.3,0.0,0.3,80,0.1,0.1,0.1,,,0,0.1,0.0,71,,4,0.05,0.05,2,0.38,0.18,,10,1.3,0,0.8,0.36,,,14,440,8,,0.3,40.0,0.2,170,n.d.,85,,
"Fish, sardine, raw",,,20.4,0.0,9.0,163,2.6,2.4,2.6,,,0,0.3,0.0,100,,28,0.01,0.25,8.2,0.8,0.68,,4,6,0,11,0.29,,,28,360,85,,2.9,110.0,1.4,270,n.d.,32,,
"Fish, sole, raw",,,18.7,0.0,1.1,85,0.2,0.2,0.4,,,0,0.3,0.0,50,,0,0.07,0.05,3.5,0.3,0.31,,10,0.8,2,8,0.8,,,25,350,29,,0.1,120.0,0.6,270,n.d.,25,,
"Fish, tuna, raw",,,23.4,0.0,6.2,149,1.8,1.6,2.2,,,0,0.1,0.0,38,,372,0.22,0.12,9,0.9,0.6,,15,6.8,0,4.2,1,,,34,330,28,,0.8,39.0,1.1,200,n.d.,50,,
Fishburger,,,12.2,26.7,11.5,262,4.9,2.9,3,,,3.9,1.1,1.5,26,,10,0.05,0.01,0.63,0.33,0.07,,23.3,0.83,0.5,0.8,2.83,,,22,210,55,,0.6,440.0,0.5,140,20,12,,
"Flat white (little milk), no sugar added",,,0.7,1.2,0.9,16,0.5,0.2,0,,,1,0.0,0.1,3,,10,0,0.05,0.13,0.08,0.01,,0.9,0.03,0.2,0,0.03,,,4.8,54,32,,0.1,9.2,0,21,n.d.,2.1,,
"Flat white (much milk), no sugar added",,,1.0,1.6,1.2,22,0.8,0.3,0.1,,,1.4,0.0,0.1,5,,14,0.01,0.07,0.13,0.11,0.01,,1.3,0.05,0.3,0,0.04,,,5.4,65,42,,0.1,13.0,0,29,n.d.,3,,
"Flat white, no sugar added",,,0.9,1.4,1.1,19,0.7,0.3,0.1,,,1.3,0.0,0.1,4,,13,0.01,0.06,0.13,0.1,0.01,,1.2,0.04,0.3,0,0.04,,,5.1,61,38,,0.1,11.0,0,26,n.d.,2.6,,
"Flaxseed oil, cold pressed",,,0.0,0.0,90.0,810,8.6,17.1,60.3,,,0,0.0,0.0,0,,38,0,0,0,0,0,,0,0,0,0,0.16,,,0,0,0.9,,0.1,0.0,0,0.9,0,0,,
"Flounder, filet, steamed (without addition of fat and Salt)",,,15.5,0.0,0.8,69,0.2,0.2,0.2,,,0,0.4,0.0,60,,10,0.21,0.18,2.98,0.6,0.22,,9.6,1,0.8,0.2,0.45,,,23,270,60,,0.6,160.0,0.3,200,n.d.,7.1,,
"Flounder, raw",,,16.5,0.0,0.7,72,0.1,0.1,0.2,,,0,0.4,0.0,48,,9,0.22,0.21,3.4,0.68,0.25,,11,1,0.8,0.2,0.36,,,22,290,48,,0.5,150.0,0.3,190,n.d.,6.3,,
Flour (average),,,12.4,67.8,1.4,343,0.3,0.2,0.8,,,0.4,0.0,4.7,0,,0,0.25,0.05,0.6,0.56,0.19,,19.8,0,0,0,0.52,,,45,200,14,,1.4,3.6,1.9,150,3.9,1.1,,
"Flour omelette filled with mushrooms, prepared",,,5.7,10.8,6.2,125,3.1,1.6,0.6,,,1.2,0.6,1.5,63,,59,0.08,0.22,1.85,1.29,0.07,,17.1,0.21,1.8,1.4,0.32,,,12,270,34,,0.6,230.0,0.9,110,n.d.,17,,
"Flour omelette filled with vegetables, prepared",,,5.8,16.3,5.1,137,1.8,1.9,0.7,,,2.6,0.6,1.4,79,,133,0.07,0.11,0.28,0.59,0.1,,25.5,0.29,19.8,0.6,0.84,,,11,160,42,,0.5,230.0,0.6,78,n.d.,12,,
"Flour omelette with bacon, prepared",,,9.3,17.3,8.9,188,3.5,3.4,1,,,1.3,1.1,0.8,102,,51,0.13,0.14,0.68,0.71,0.06,,16,0.39,5.1,0.8,0.52,,,11,150,46,,0.8,440.0,0.7,110,n.d.,12,,
"Flour omelette with cheese, prepared",,,10.0,18.2,8.9,194,4.4,2.4,0.9,,,1.3,0.9,0.8,111,,81,0.06,0.17,0.13,0.72,0.05,,16.3,0.54,0.2,0.8,0.52,,,13,130,150,,1,360.0,0.7,160,n.d.,14,,
"Flour omelette with ham, prepared",,,9.7,17.3,5.1,155,2.1,1.6,0.7,,,1.3,1.0,0.8,101,,51,0.16,0.15,1,0.72,0.08,,15.8,0.36,10.6,0.7,0.5,,,13,180,47,,0.8,410.0,0.7,130,n.d.,13,,
"Flour omelette with Nutella, prepared",,,7.2,29.1,12.3,259,4.9,5,1.5,,,14.4,0.6,1.4,84,,38,0.08,0.15,0.19,0.7,0.05,,16.1,0.35,0.3,0.6,1.33,,,20,180,70,,0.7,260.0,0.8,110,n.d.,12,,
"Flour omelette with sugar and cinnamon, prepared",,,7.2,24.5,5.3,177,2.2,1.6,0.7,,,6.5,0.8,0.8,106,,47,0.07,0.13,0.12,0.71,0.04,,16.1,0.39,0.3,0.8,0.5,,,9.8,130,48,,0.6,310.0,0.7,94,7.3,14,,
"Flour omelette, prepared",,,7.6,20.4,5.6,165,2.3,1.7,0.8,,,1.4,0.8,0.9,112,,49,0.07,0.14,0.12,0.74,0.04,,16.9,0.41,0.3,0.8,0.53,,,10,130,50,,0.6,330.0,0.7,99,7.7,14,,
"Flour, white and semi-white (average)",,,12.2,68.9,1.3,344,0.3,0.2,0.7,,,0.4,0.0,3.8,0,,0,0.21,0.04,0.51,0.48,0.16,,16,0,0,0,0.49,,,33,180,11,,1.1,2.1,1.5,120,3.5,0.9,,
"Fondue moitié-moitié, prepared",,,16.7,1.0,20.8,291,12.5,4.9,1,,,0,1.0,0.0,62,,278,0.01,0.23,0.14,0.25,0.07,,7.5,0.95,0.1,0.4,0.39,,,23,92,520,,2.4,400.0,0.4,360,n.d.,16,,
"Fondue without alcohol, prepared",,,18.7,1.6,21.5,283,13.4,5.2,1,,,1,0.3,0.0,55,,203,0,0.19,0.12,0.18,0.07,,3.1,0.99,0,0.3,0.23,,,22,100,680,,3.2,110.0,0.5,410,n.d.,17,,
"Fondue, prepared",,,19.6,1.0,22.4,315,13.9,5.4,1,,,0.1,0.3,0.0,58,,210,0.01,0.2,0.15,0.17,0.07,,3.8,1.06,0.5,0.3,0.24,,,24,88,710,,3.3,120.0,0.4,430,n.d.,17,,
"French fries (baked in the oven), unsalted",,,3.3,33.0,9.1,232,0.7,6.6,1.2,,,1.6,0.0,2.5,0,,2,0.28,0.03,0.82,0.58,0.69,,41.6,0,22.2,0,2.47,,,27,590,9.5,,0.4,16.0,0.6,61,n.d.,5.2,,
"French fries (deep fried in HO sunflower oil), unsalted",,,3.2,32.4,15.4,286,1.6,12.6,0.7,,,1.6,0.0,2.5,0,,2,0.25,0.03,0.81,0.57,0.7,,39.8,0,21.4,0,1.3,,,26,580,9.4,,0.4,15.0,0.6,60,n.d.,5.1,,
"French fries for oven, deep-frozen",,,1.8,18.1,5.0,127,0.4,3.6,0.7,,,0.9,0.0,1.4,0,,1,0.17,0.02,0.48,0.35,0.42,,28.6,0,12.9,0,1.36,,,15,320,5.2,,0.2,8.6,0.3,34,n.d.,2.9,,
"French omelette with bacon, prepared",,,12.5,1.3,13.4,175,4.8,5.1,1.6,,,1.3,0.7,0.1,268,,108,0.14,0.25,0.62,1.57,0.09,,37.3,0.98,5.5,2,0.96,,,14,180,64,,1.3,280.0,1.4,180,19,30,,
"French omelette with cheese, prepared",,,14.0,1.2,14.5,192,6.4,4.4,1.5,,,1.2,1.0,0.1,275,,157,0.07,0.29,0.11,1.56,0.09,,38.4,1.17,2,2,0.97,,,17,160,210,,1.7,380.0,1.4,260,n.d.,32,,
"French omelette with ham, prepared",,,12.8,1.3,9.6,143,3.3,3.3,1.3,,,1.3,1.0,0.1,266,,107,0.16,0.26,0.94,1.57,0.11,,37,0.94,10.8,1.9,0.94,,,15,210,65,,1.3,420.0,1.5,210,18,31,,
"French omelette, prepared",,,11.4,1.4,11.1,151,3.8,3.8,1.5,,,1.4,0.8,0.0,310,,111,0.08,0.26,0.07,1.76,0.07,,41.5,1.11,0.2,2.3,1.05,,,13,170,70,,1.1,340.0,1.5,190,20,36,,
"French pizza from Alsace, baked",,,8.9,22.7,13.9,254,6.8,4.8,1,,,1.8,1.0,1.4,33,,55,0.13,0.09,0.91,0.28,0.07,,12.8,0.16,5.1,0.2,0.8,,,13,150,85,,0.8,410.0,0.4,100,n.d.,4.5,,
French toast unsweetened,,,8.0,24.5,9.9,222,5.1,2.6,0.9,,,1.7,0.9,1.2,104,,81,0.06,0.14,0.24,0.66,0.05,,19.5,0.3,0.2,0.7,0.59,,,13,140,56,,0.6,370.0,0.7,100,6.4,12,,
"Fruit (average), dried",,,2.5,60.5,1.1,278,0.3,0.3,0.3,,,51.8,0.1,8.2,0,,107,0.06,0.07,1.2,0.4,0.22,,30.4,0,5.1,0,1.41,,,53,810,70,,0.4,23.0,1.4,75,n.d.,3.9,,
"Fruit cocktail, in syrup, canned, drained",,,0.6,17.3,0.2,77,0,0,0.1,,,16.2,0.0,1.8,0,,10,0.01,0.02,0.32,0.11,0.02,,4.5,0,4.1,0,0.56,,,7.4,100,8.2,,0.1,1.0,0.1,15,1,1.8,,
"Fruit cocktail, with sweetener, canned, drained",,,0.7,9.5,0.2,47,0,0,0.1,,,8.4,0.0,2.0,0,,11,0.02,0.02,0.35,0.12,0.02,,4.8,0,4.4,0,0.61,,,8,110,8.7,,0.1,1.0,0.2,16,1.1,2,,
"Fruit juice (average), no sugar added",,,0.4,12.3,0.1,52,0,0,0,,,11.6,0.0,0.2,0,,2,0.03,0.02,0.2,0.09,0.05,,12.6,0,12.1,0,0.26,,,7.4,120,7.7,,0.1,6.0,0.3,12,1.2,0.7,,
"Fruit juice diluted (average, 60% juice - 40% water), no sugar added",,,0.2,7.4,0.1,31,0,0,0,,,6.9,0.0,0.1,0,,1,0.02,0.01,0.12,0.06,0.03,,7.5,0,7.3,0,0.16,,,4.8,74,7.4,,0,4.0,0.2,7,n.d.,0.4,,
Fruit pie (average),,,3.0,18.3,8.4,166,3.9,3,1,,,8,0.2,2.6,19,,44,0.04,0.05,0.25,0.32,0.04,,7.3,0.07,7.3,0.1,0.99,,,13,170,32,,0.3,80.0,0.4,46,n.d.,3,,
Fruit pie with cake dough (average),,,3.0,16.6,6.7,143,3,2.5,0.8,,,6.9,0.2,2.2,18,,39,0.04,0.05,0.23,0.29,0.05,,6,0.08,4.9,0.1,0.86,,,13,160,33,,0.3,89.0,0.4,48,n.d.,3.5,,
Fruit pie with puff pastry (average),,,2.8,15.9,6.9,141,3,2.6,0.8,,,6.9,0.3,2.1,18,,39,0.04,0.05,0.23,0.28,0.03,,6.1,0.08,4.9,0.1,0.9,,,10,160,32,,0.2,110.0,0.3,39,n.d.,3.5,,
Fruit pie with sweet short pastry base (average),,,3.3,22.5,11.7,215,5.8,3.9,1.2,,,10.4,0.1,3.4,19,,54,0.04,0.05,0.28,0.4,0.05,,10,0.05,12.1,0.1,1.21,,,16,170,32,,0.3,42.0,0.5,51,n.d.,2.1,,
"Fruits (average), cooked (without addition of sugar)",,,0.6,9.9,0.4,50,0.1,0,0.1,,,9.3,0.0,2.2,0,,27,0.01,0.02,0.24,0.12,0.03,,7.5,0,7.3,0,0.36,,,8.5,120,14,,0.1,1.1,0.2,18,0.7,1.4,,
"Fruits, raw (average)",,,0.6,11.3,0.2,54,0,0,0.1,,,10.2,0.0,2.1,0,,23,0.04,0.02,0.3,0.14,0.07,,15.6,0,20.4,0,0.26,,,12,180,14,,0.1,1.1,0.2,21,0.6,1.3,,
"Game meat (average), cooked (without addition of fat and Salt)",,,29.0,0.0,4.6,157,2,1.8,0.3,,,0,0.2,0.0,81,,1,0.24,0.31,4.44,1.08,0.43,,6.9,1.97,0,0.2,0.43,,,29,440,20,,4,95.0,3.4,280,n.d.,1.6,,
"Game meat (average), raw",,,21.1,0.0,3.4,115,1.5,1.3,0.2,,,0,0.2,0.0,59,,1,0.17,0.22,3.24,0.79,0.31,,5,1.44,0,0.1,0.31,,,21,320,15,,2.9,70.0,2.5,200,n.d.,1.2,,
"Garlic, raw",,,7.0,24.5,0.5,137,0.1,0,0.3,,,2.4,0.0,3.0,0,,0,0.2,0.1,0.7,0.6,1.24,,3,0,30,0,0,,,21,450,38,,0.6,10.0,1.4,140,n.d.,2.7,,
Glucose,,,0.0,99.8,0.0,399,0,0,0,,,99.8,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,2,1,,0,0.0,0.3,0,n.d.,0,,
"Goat (average), raw",,,19.5,0.0,7.9,149,3.6,3.3,0.4,,,0,0.1,0.0,70,,36,0.15,0.28,4.9,0.5,0.3,,5,3,0,0,1,,,20,300,10,,3,50.0,2,190,n.d.,1,,
Goat milk,,,2.8,4.2,3.2,57,2,0.7,0.1,,,4.2,0.1,0.0,11,,58,0.02,0.15,0.32,0.23,0.03,,1,0.04,2,0.1,0.08,,,10,200,120,,0.3,32.0,0,87,n.d.,4.6,,
"Gooseberry, raw",,,0.8,7.1,0.2,39,0,0,0.1,,,7.1,0.0,3.0,0,,12,0.02,0.02,0.28,0.19,0.02,,16,0,40.3,0,0.61,,,15,200,29,,0.2,2.0,0.6,30,1.3,1,,
Gorgonzola,,,19.0,0.1,31.2,357,18.7,7.4,1.4,,,0.1,3.6,0.0,94,,190,0.01,0.36,0.32,1.41,0.07,,52,0.9,0,0.6,0.54,,,20,140,610,,2.5,1450.0,0.3,360,n.d.,40,,
Goulash soup,,,4.8,6.3,2.4,67,1,1,0.2,,,1.4,0.6,0.4,7,,30,0.02,0.06,1.13,0.14,0.08,,3,0.2,1.9,0,0.13,,,13,220,10,,0.6,230.0,0.5,35,n.d.,0.5,,
Grape juice,,,0.3,17.3,0.1,71,0,0,0,,,17,0.0,0.1,0,,1,0.02,0.03,0.31,0.05,0.05,,5.3,0,1.7,0,0.42,,,8.9,120,8.8,,0.1,4.0,0.5,13,4.2,0.5,,
Grape seed oil,,,0.0,0.0,90.0,810,10.1,16.7,58.8,,,0,0.0,0.0,0,,5,0,0,0,0,0,,0,0,0,0,17.34,,,0,0.9,0,,0,0.0,0,0,0,0,,
"Grape, green, fresh",,,0.7,15.2,0.3,69,0.1,0,0.1,,,14.6,0.0,1.5,0,,1,0.05,0.01,0.12,0.05,0.04,,16.3,0,2.9,0,0.63,,,7.6,200,12,,0,2.0,0.4,19,1.7,1,,
"Grapefruit (white or red), raw",,,0.9,8.0,0.5,42,0,0,0,,,6.6,0.0,0.9,0,,66,0.06,0.02,0.2,0.22,0.03,,23,0,36,0,0.27,,,8,130,23,,0.1,1.0,0.1,18,0.2,0.3,,
Graubünden barley soup,,,1.4,6.7,0.9,42,0.5,0.3,0.2,,,1.3,0.9,0.5,1,,133,0.03,0.03,0.32,0.15,0.07,,9,0,3.6,0.1,0.23,,,11,110,29,,0.3,350.0,0.5,34,n.d.,4.2,,
"Gravy, brown",,,1.5,3.5,2.5,44,0.5,1.3,0.3,,,1.5,2.3,0.5,0,,1,0.02,0.04,0.58,0.08,0.03,,3,0,1.7,0,0.14,,,8,95,18,,0.8,900.0,0.6,40,n.d.,3,,
"Gravy, thickened",,,1.6,4.6,3.0,53,0.7,1.3,0.3,,,0.8,1.4,0.5,0,,48,0.02,0.04,0.58,0.08,0.03,,3,0,1.7,0,0.1,,,8,95,18,,0.8,580.0,0.6,40,n.d.,3,,
"Green bean, dried, soaked, steamed (without addition of salt)",,,5.1,10.5,0.5,79,0.1,0,0.3,,,5.6,0.0,6.3,0,,57,0.11,0.18,1.03,0.55,0.33,,46.5,0,16.9,0,0.25,,,57,630,140,,0.6,5.9,1.8,99,n.d.,6.3,,
"Green bean, steamed (without addition of salt)",,,2.0,4.4,0.2,34,0.1,0,0.1,,,3.4,0.0,3.2,0,,58,0.11,0.09,0.7,0.12,0.08,,35.1,0,8.4,0,0.39,,,24,240,54,,0.4,3.6,0.9,40,1,2.6,,
"Green pea, raw",,,6.0,12.0,0.7,90,0.1,0.1,0.4,,,5.5,0.0,6.0,0,,87,0.4,0.14,2.2,0.5,0.16,,70,0,32,0,0.2,,,34,300,26,,0.8,2.0,1.9,130,n.d.,4.2,,
"Green pea, steamed (without addition of salt)",,,6.6,13.2,0.8,100,0.1,0.1,0.4,,,6.1,0.0,6.6,0,,93,0.37,0.14,2.02,0.49,0.16,,48.3,0,26.1,0,0.23,,,35,290,28,,0.8,1.9,1.8,140,n.d.,4.6,,
"Green peas (canned), heated (without addition of salt)",,,4.9,13.1,0.8,89,0.1,0.1,0.4,,,0,0.6,5.1,0,,66,0.1,0.08,0.85,0.12,0.04,,25.5,0,6.8,0,0.21,,,20,110,32,,0.5,240.0,1.4,84,n.d.,5.3,,
"Green peas and carrots (canned), heated (without addition of salt)",,,3.8,10.2,0.6,70,0.1,0.1,0.2,,,5.7,0.9,4.6,0,,522,0.21,0.08,1.17,0.38,0.11,,41,0,14.7,0,0.23,,,21,240,27,,0.5,370.0,1,82,n.d.,3.4,,
"Green peas and carrots, canned",,,3.7,10.0,0.6,69,0.1,0.1,0.2,,,5.6,1.0,4.5,0,,528,0.24,0.09,1.38,0.42,0.12,,64.3,0,19.5,0,0.22,,,22,260,27,,0.5,410.0,1.1,81,n.d.,3.3,,
"Green peas, canned",,,4.8,12.8,0.8,87,0.1,0.1,0.4,,,0,0.7,5.0,0,,67,0.12,0.08,1,0.13,0.05,,40,0,9,0,0.2,,,21,120,32,,0.6,270.0,1.6,83,n.d.,5.2,,
"Greyerzer, at least 45% fidm",,,26.4,0.0,32.0,396,19.2,7.5,1.5,,,0,1.5,0.0,96,,310,0.02,0.37,0.2,0.47,0.13,,10,1.45,0,0.7,0.35,,,35,90,900,,4.2,590.0,0.4,600,n.d.,11,,
Grittibänz (Swiss bread man),,,9.2,46.9,11.1,329,6.4,2.6,0.9,,,2.8,1.4,2.2,41,,96,0.11,0.13,0.5,0.38,0.06,,23.2,0.1,0.2,0.3,0.56,,,14,180,49,,0.6,570.0,0.5,91,2.7,5.4,,
Ground meat sauce,,,6.3,8.3,4.0,96,1.4,2.1,0.4,,,2.6,0.6,0.6,9,,35,0.06,0.08,1.29,0.24,0.1,,6,0.3,3.9,0.1,0.44,,,14,240,14,,0.6,220.0,0.5,47,n.d.,1.5,,
"Halibut, raw",,,20.6,0.0,3.9,118,0.5,0.9,1.2,,,0,0.2,0.0,60,,42,0.04,0.05,4,0.28,0.42,,12,0.96,0,9,0.7,,,23,400,15,,0.5,64.0,0.5,220,n.d.,1,,
Ham croissant,,,11.1,26.0,20.9,340,9.5,8.1,2.2,,,0.7,1.4,1.4,43,,53,0.23,0.09,1.69,0.42,0.1,,9.5,0.12,20.2,0.2,2.06,,,16,210,24,,0.9,570.0,0.7,130,n.d.,5.1,,
"Ham, cooked",,,20.2,0.7,2.3,104,0.9,1.1,0.2,,,0.7,2.4,0.0,42,,4,0.86,0.2,6.46,0.7,0.39,,2,0.09,60.8,0,0.19,,,24,450,17,,1.9,940.0,0.6,330,8,3.6,,
"Ham, raw",,,31.0,0.3,11.5,229,4.3,5.3,0.7,,,0.3,4.4,0.0,78,,2,0.97,0.25,11.41,1.5,0.52,,2,0.39,4.4,0.6,0.2,,,30,560,9,,2.9,1760.0,2.8,290,15,0,,
"Hamburger, double",,,11.9,24.7,12.1,258,6.3,4.1,1,,,3.3,1.4,1.7,30,,80,0.18,0.14,2.06,0.29,0.13,,23,1.1,0.9,0.1,0.79,,,24,220,100,,1.9,560.0,1.2,220,16,6.5,,
"Hard and semi hard cheese, full fat (average)",,,26.6,0.0,32.1,397,19.5,7.6,1.5,,,0,1.2,0.0,92,,329,0.02,0.34,0.18,0.39,0.12,,12.6,1.5,0,0.6,0.47,,,32,86,910,,4.3,460.0,0.3,590,n.d.,16,,
Hard caramels,,,0.5,95.0,0.3,385,0.2,0.1,0,,,95,0.1,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,3,9,4,,0,25.0,0.1,12,n.d.,0,,
"Hare (Durchschnitt), cooked (without addition of fat and salt)",,,28.0,0.0,10.3,205,3.5,1.7,2.7,,,0,0.2,0.0,96,,0,0.15,0.09,9.96,1.1,0.41,,11,13.7,0,0,0.55,,,34,450,19,,1.9,62.0,2.2,290,n.d.,0.8,,
"Hare, filet, raw",,,24.3,0.0,1.5,111,0.5,0.5,0.4,,,0,0.1,0.0,51,,0,0.05,0.11,4,0.69,0.74,,4,8.7,0,n.d.,0.35,,,28,380,4.5,,0.6,33.0,0.3,210,n.d.,4.1,,
"Hare, fresh",,,22.0,0.0,3.0,115,1,0.5,0.8,,,0,0.1,0.0,65,,0,0.09,0.06,8.07,0.8,0.3,,5,1,0,0,0.1,,,24,280,14,,2.2,44.0,2.8,210,n.d.,0.6,,
"Hare, meat, raw",,,20.5,0.0,7.5,150,2.5,1.2,2,,,0,0.1,0.0,70,,0,0.11,0.07,7.27,0.8,0.3,,8,10,0,0,0.4,,,25,330,14,,1.4,45.0,1.6,210,n.d.,0.6,,
Hazelnut,,,16.4,10.1,59.5,661,4.2,46.6,6.1,,,3,0.0,9.7,0,,0,0.46,0.05,1.32,1.61,0.5,,76.6,0,2,0,15.92,,,160,720,160,,2.9,0.9,3.6,320,0.7,6.5,,
Hazelnut-chocolate spread,,,6.0,55.9,33.0,551,12.7,15.4,3.6,,,54.5,0.1,2.9,0,,1,0.09,0.2,0.39,0.54,0.09,,13.5,0.18,0.4,0,3.81,,,50,320,130,,1,46.0,1.2,160,n.d.,3.8,,
Hazelnut cookie,,,6.7,47.4,27.7,473,8,16,2.3,,,23.3,0.1,3.5,32,,100,0.09,0.07,0.57,0.3,0.11,,11,0,0.6,0,7.27,,,49,220,80,,0.9,52.0,1.6,160,n.d.,2,,
Hazelnut macaroon,,,12.2,37.5,37.0,544,2.6,29,3.8,,,33,0.2,6.0,0,,0,0.29,0.1,0.83,1.04,0.32,,48.6,0.06,1.2,0,9.9,,,100,480,100,,1.8,85.0,2.3,200,2.6,5.5,,
Hazelnut oil,,,0.0,0.0,90.0,810,7.5,67.9,11.6,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,25.74,,,0,0,0,,0,0.0,0,0,0,0,,
Hempseed oil,,,0.0,0.0,90.0,810,8.9,11.4,65,,,0,0.0,0.0,0,,11,0,0,0,0,0,,0,0,0,0,1.62,,,0,0,0,,0,0.0,0,0,0,0,,
Hollandaise sauce,,,3.0,9.3,18.0,212,9,5.3,0.7,,,6.2,1.0,0.1,60,,230,0.03,0.06,0,0.5,0,,18,0.3,6,0.5,8.08,,,6,45,41,,0.7,400.0,0.7,30,n.d.,4.5,,
"Honey, from flowers",,,0.4,76.0,0.0,306,0,0,0,,,76,0.0,0.0,0,,0,0,0.05,0.2,0.1,0.3,,5.3,0,1.7,0,0,,,3,47,5,,0.4,7.0,0.5,17,n.d.,0.5,,
"Horse ragout with sauce, prepared",,,11.8,3.0,3.1,89,0.6,2,0.3,,,1.2,0.8,0.6,30,,130,0.04,0.05,1.5,0.25,0.11,,9.3,1.03,0.7,0.1,0.56,,,11,140,13,,1.6,300.0,2.8,86,n.d.,1.1,,
"Horse, filet, pan fried (without addition of fat and salt)",,,27.8,0.0,2.0,129,0.9,0.9,0.1,,,0,0.1,0.0,71,,20,0.09,0.11,4.73,0.66,0.29,,9.1,3,0,0.2,0.14,,,27,300,16,,4,51.0,6.2,220,n.d.,1.4,,
"Horse, filet, raw",,,21.4,0.0,1.9,102,0.9,0.8,0.1,,,0,0.1,0.0,52,,20,0.13,0.1,4.6,0.6,0.38,,8,3,0,0.2,0.14,,,23,330,13,,2.9,44.0,4.7,190,n.d.,1,,
Hot Dog in white bread with ketchup and mustard,,,9.1,29.6,6.3,216,2.2,2.8,0.9,,,2.5,2.0,1.9,14,,4,0.12,0.06,1.15,0.25,0.07,,8.7,0.12,4.7,0.3,0.44,,,21,170,17,,0.9,810.0,0.8,110,n.d.,2.3,,
Hummus,,,7.3,9.4,14.0,204,1.8,6.8,4.2,,,0.9,1.1,5.1,0,,14,0.18,0.06,0.93,0.16,0.15,,46.8,0,5.5,0,1.64,,,75,240,170,,1.3,460.0,2.1,170,n.d.,1.3,,
Huntsman sauce,,,2.2,8.0,1.8,58,0.5,0.7,0.2,,,2.5,1.5,0.5,0,,43,0.01,0.06,0.5,0.16,0.01,,4,0,1.4,0.4,0.08,,,8,120,17,,0.7,620.0,0.7,47,n.d.,4,,
