name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Halbrahm, pasteurisiert",,,2.3,3.3,27.9,274,16.7,6.6,1.3,,,3.3,0.1,0,82,,290,0.02,0.15,0.07,0.45,0.03,,6.8,0.26,0.9,0.4,0.62,,,7,130,78,,0.2,35,0,64,k.A.,12,,
"Halbrahm, UHT",,,2.5,3.7,25.1,251,15.1,5.9,1.2,,,3.7,0.1,0,71,,278,0.02,0.13,0.07,0.45,0.02,,2.7,0.26,0,0.4,0.69,,,8.6,140,91,,0.3,34,0,74,k.A.,12,,
Halbweissbrot,,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,0,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,680,1.8,130,2.7,1.1,,
Halbweissbrot (mit jodiertem Kochsalz),,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,0,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,670,1.8,130,2.7,44,,
"Hamburger, doppelt",,,11.9,24.7,12.1,258,6.3,4.1,1,,,3.3,1.4,1.7,30,,80,0.18,0.14,2.06,0.29,0.13,,23,1.1,0.9,0.1,0.79,,,24,220,100,,1.9,560,1.2,220,16,6.5,,
Hanföl,,,0.0,0,90,810,8.9,11.4,65,,,0,0.0,0,0,,11,0,0,0,0,0,,0,0,0,0,1.62,,,0,0,0,,0,0,0,0,0,0,,
"Hart- und Halbhartkäse, vollfett (Durchschnitt)",,,26.6,0,32.1,397,19.5,7.6,1.5,,,0,1.2,0,92,,329,0.02,0.34,0.18,0.39,0.12,,12.6,1.5,0,0.6,0.47,,,32,86,910,,4.3,460,0.3,590,k.A.,16,,
"Hartkaramellen, Hartbonbons",,,0.5,95,0.3,385,0.2,0.1,0,,,95,0.1,0,0,,0,Sp.,Sp.,Sp.,Sp.,Sp.,,Sp.,Sp.,Sp.,Sp.,Sp.,,,3,9,4,,0,25,0.1,12,k.A.,Sp.,,
"Hartweizengriess, trocken",,,12.0,71.4,1.4,353,0.2,0.1,0.5,,,1,0.0,3.4,0,,2,0.07,0.06,2.16,0.35,0.08,,57,0,0,0,0.1,,,27,150,17,,2.2,1.2,0.9,100,k.A.,5.1,,
"Hase (Durchschnitt), roh",,,22.0,0,3,115,1,0.5,0.8,,,0,0.1,0,65,,0,0.09,0.06,8.07,0.8,0.3,,5,1,0,0,0.1,,,24,280,14,,2.2,44,2.8,210,k.A.,0.6,,
Haselnuss,,,16.4,10.1,59.5,661,4.2,46.6,6.1,,,3,0.0,9.7,0,,0,0.46,0.05,1.32,1.61,0.5,,76.6,0,2,0,15.92,,,160,720,160,,2.9,0.9,3.6,320,0.7,6.5,,
Haselnuss-Schokolade-Brotaufstrich,,,6.0,55.9,33,551,12.7,15.4,3.6,,,54.5,0.1,2.9,0,,1,0.09,0.2,0.39,0.54,0.09,,13.5,0.18,0.4,0,3.81,,,50,320,130,,1,46,1.2,160,k.A.,3.8,,
Haselnusskekse,,,6.7,47.4,27.7,473,8,16,2.3,,,23.3,0.1,3.5,32,,100,0.09,0.07,0.57,0.3,0.11,,11,Sp.,0.6,0,7.27,,,49,220,80,,0.9,52,1.6,160,k.A.,2,,
Haselnussmakrone,,,12.2,37.5,37,544,2.6,29,3.8,,,33,0.2,6,0,,0,0.29,0.1,0.83,1.04,0.32,,48.6,0.06,1.2,0,9.9,,,100,480,100,,1.8,85,2.3,200,2.6,5.5,,
Haselnussöl,,,0.0,0,90,810,7.5,67.9,11.6,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,25.74,,,0,0,0,,0,0,0,0,0,0,,
Haselnussstängeli,,,10.5,47,36.6,567,12.5,17.7,3.1,,,22.6,0.1,3.7,140,,182,0.19,0.08,0.46,0.89,0.2,,29.5,0.29,0.5,0.8,5.11,,,55,280,61,,1.5,56,1.9,180,5.6,11,,
"Hecht, roh",,,18.4,0,0.9,81,0.2,0.2,0.2,,,0,0.2,0,63,,6,0.09,0.06,1.6,0.24,0.15,,6,2,3.8,1.4,0.91,,,28,370,22,,0.7,75,0.2,220,28,5.8,,
"Hefeteig (mit Butter), süss, ungebacken",,,8.7,43.2,11.1,311,6.1,2.7,1,,,6.4,0.9,1.9,57,,109,0.15,0.14,0.54,0.62,0.12,,37.9,0.14,0.2,0.4,0.61,,,22,160,34,,0.9,380,1.1,110,3.5,5.8,,
"Hefeteig (mit pflanzlichem Fett), süss, ungebacken",,,9.2,39.9,11.1,300,3.6,4.8,2.2,,,1.1,1.0,2.1,36,,23,0.16,0.14,0.59,0.66,0.13,,40.3,0.16,0.2,0.6,1.77,,,24,170,35,,0.9,410,1.1,120,3.7,6.3,,
"Heidelbeere, gefriergetrocknet",,,6.1,56.4,4.4,338,0.3,0.6,1.7,,,46.4,0.0,24.4,0,,42,0.42,0.42,3.7,0.89,0.46,,25,0,15,0,7.6,,,49,540,120,,1.1,1.7,1.8,140,1.4,5.6,,
"Heidelbeere, roh",,,0.9,10.6,0.3,52,0,0.2,0,,,10,0.0,1.5,0,,4,0.03,0.03,0.22,0.12,0.05,,9,0,7.5,0,0.88,,,5,66,10,,0.1,2,0.6,16,0.5,2,,
"Heilbutt, roh",,,20.6,0,3.9,118,0.5,0.9,1.2,,,0,0.2,0,60,,42,0.04,0.05,4,0.28,0.42,,12,0.96,0,9,0.7,,,23,400,15,,0.5,64,0.5,220,k.A.,1,,
"Himbeere, roh",,,1.2,5.8,0.8,44,0.1,0.2,0.4,,,5.4,0.0,4.3,0,,5,0.02,0.04,0.43,0.41,0.05,,25.5,0,20.7,0,0.65,,,20,170,16,,0.2,1,0.4,29,0.2,3,,
Hinterschinken,,,20.2,0.7,2.3,104,0.9,1.1,0.2,,,0.7,2.4,0,42,,4,0.86,0.2,6.46,0.7,0.39,,2,0.09,60.8,Sp.,0.19,,,24,450,17,,1.9,940,0.6,330,8,3.6,,
"Hirsch (Durchschnitt), roh",,,20.6,0,3.3,112,1.5,1.4,0.2,,,0,0.2,0,50,,0,0.25,0.25,Sp.,0.8,0.3,,5,1,0,Sp.,0.13,,,21,310,10,,3.2,62,2.3,200,k.A.,0.6,,
"Hirsch, Entrecôte, roh",,,23.1,0,2.1,111,1.2,0.9,0.5,,,0,0.1,0,59,,0,0.26,0.6,k.A.,0.69,0.99,,6,6.3,0,0.4,0.2,,,23,320,3.2,,2.9,53,3,200,k.A.,7.8,,
"Hirse, Korn geschält",,,10.6,68.8,3.9,360,1,0.9,1.9,,,1.5,0.0,3.8,0,,0,0.34,0.11,1.8,0.38,0.32,,20,0,0,0,0.1,,,120,170,9.5,,2.9,3,6.9,280,k.A.,2.5,,
"Hirseflocken, Vollkorn",,,10.6,68.8,3.9,360,0.9,0.8,1.7,,,1.6,0.0,3.9,0,,0,0.33,0.11,1.8,0.71,0.41,,20,0,0,0,0.1,,,120,170,10,,2.9,3,6.9,280,k.A.,2.5,,
"Hirsotto, gekocht",,,3.7,24.7,3,144,0.5,1.6,0.7,,,1.1,0.9,1.5,0,,1,0.06,0.02,0.49,0.11,0.07,,6.9,0,0.3,0,0.42,,,44,43,9.6,,1,350,2.3,95,k.A.,1.3,,
Hollandaisesauce,,,3.0,9.3,18,212,9,5.3,0.7,,,6.2,1.0,0.1,60,,230,0.03,0.06,0,0.5,0,,18,0.3,6,0.5,8.08,,,6,45,41,,0.7,400,0.7,30,k.A.,4.5,,
"Holunderbeere, schwarz, roh",,,2.5,7.4,1.7,63,0.1,0.1,1.1,,,7.4,0.0,4,0,,54,0.07,0.07,1.6,0.16,0.25,,17,0,18,0,1,,,30,300,37,,0.2,1,1.6,57,k.A.,3,,
Honig (Blütenhonig),,,0.4,76,0,306,0,0,0,,,76,0.0,0,0,,0,0,0.05,0.2,0.1,0.3,,5.3,0,1.7,0,0,,,3,47,5,,0.4,7,0.5,17,k.A.,0.5,,
Hot Dog in Weissbrot mit Ketchup und Senf,,,9.1,29.6,6.3,216,2.2,2.8,0.9,,,2.5,2.0,1.9,14,,4,0.12,0.06,1.15,0.25,0.07,,8.7,0.12,4.7,0.3,0.44,,,21,170,17,,0.9,810,0.8,110,k.A.,2.3,,
"Hühnerei, ganz, festgekocht",,,14.0,0.3,10.9,156,2.9,4.1,1.8,,,0.3,0.4,0,389,,118,0.09,0.26,0.04,2.16,0.08,,59.6,1.16,0,2.9,1.37,,,12,150,46,,1.2,160,1.7,180,26,27,,
"Hühnerei, ganz, roh",,,12.6,0.3,9.8,140,2.6,3.7,1.7,,,0.3,0.4,0,350,,112,0.1,0.29,0.05,2.43,0.09,,67,1.31,Sp.,2.8,1.23,,,12,150,48,,1.2,150,1.8,200,23,39,,
"Hühnereigelb, roh (Eidotter)",,,16.4,0.3,31.3,349,8.8,12,5,,,0.2,0.1,0,1255,,447,0.2,0.59,0.04,4.53,0.35,,122,3.42,0,5.6,5.16,,,12,120,140,,3.8,52,5.5,560,48,110,,
"Hühnereiweiss, roh (Eiklar)",,,10.8,0.4,0,45,0,0,0,,,0.4,0.5,0,0,,0,0.02,0.42,0.04,0.28,0.04,,10,0.33,0,0,0,,,11,150,5.1,,0,190,0,12,12,7.5,,
"Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)",,,9.6,14.7,1.9,127,0.3,0.4,1,,,1,0.0,6.5,0,,8,0.16,0.06,0.66,0.24,0.1,,46.8,0,2.2,0,0.18,,,44,350,36,,1.1,1.8,2,150,k.A.,0.7,,
"Hülsenfrüchte (Durchschnitt), getrocknet",,,25.1,39.7,4.9,336,0.7,1,2.7,,,2.7,0.0,16.5,0,,20,0.65,0.2,2.58,1.14,0.37,,239.7,0,9.5,0,0.52,,,130,1200,96,,3.2,4,6,420,k.A.,1.8,,
Hummus,,,7.3,9.4,14,204,1.8,6.8,4.2,,,0.9,1.1,5.1,0,,14,0.18,0.06,0.93,0.16,0.15,,46.8,0,5.5,0,1.64,,,75,240,170,,1.3,460,2.1,170,k.A.,1.3,,
"Hüttenkäse, nature",,,12.4,2.4,4.5,100,2.7,1,0.2,,,2.2,0.8,0,14,,50,0.01,0.23,0.1,0.36,0.02,,15,0.52,0,0.1,0.11,,,6.2,72,69,,0.4,320,0,150,k.A.,20,,
"Instant-Kartoffelstock, zubereitet (mit Wasser und Butter)",,,2.0,11.5,2.8,80,1.6,0.6,0.2,,,1.8,0.6,0.8,8,,27,0.02,0.07,0.79,0.21,0.12,,4.6,0.05,3.1,0.1,0.09,,,13,220,46,,0.2,220,0.4,67,k.A.,1.2,,
Jägersauce,,,2.2,8,1.8,58,0.5,0.7,0.2,,,2.5,1.5,0.5,0,,43,0.01,0.06,0.5,0.16,0.01,,4,Sp.,1.4,0.4,0.08,,,8,120,17,,0.7,620,0.7,47,k.A.,4,,
Joghurt-Salatsauce (ohne Öl),,,3.6,5,3.3,64,2,0.8,0.2,,,5,0.5,0.1,10,,35,0.02,0.16,0.1,0.32,0.04,,8.4,0.27,9.4,0.1,0.12,,,12,170,120,,0.4,220,0,100,k.A.,15,,
"Joghurt Bifidus, nature",,,4.0,4.5,3.6,66,2.2,0.9,0.2,,,4.5,0.1,0,11,,40,0.02,0.13,0.09,0.33,0.04,,5,0.5,Sp.,0.2,0.11,,,12,180,150,,0.5,45,0,110,k.A.,7.5,,
Joghurt gezuckert (Durchschnitt),,,3.7,14.7,3.4,105,2,0.9,0.2,,,13.8,0.1,0.4,10,,29,0.01,0.15,0.1,0.29,0.08,,10.9,0.3,2.1,0.1,0.27,,,15,170,120,,0.5,43,0.1,100,k.A.,6.1,,
"Joghurt mit Aroma, mager, mit Süssstoffen",,,4.4,7,0.1,47,0.1,0,0,,,7,0.1,0,0,,0,0.04,0.17,0.1,0.5,0.07,,2,0.4,Sp.,Sp.,0.03,,,11,210,100,,0.4,45,0.1,120,k.A.,6,,
"Joghurt mit Früchten, mager, mit Süssstoffen",,,4.5,7,0.1,49,0.1,0,0,,,7,0.1,0.9,0,,21,0.04,0.17,0.1,0.5,0.07,,2,0.4,4,Sp.,0.03,,,11,210,110,,0.4,45,0.1,120,k.A.,6,,
"Joghurt, Erdbeer",,,3.4,15.2,2.7,101,1.6,0.6,0.1,,,14.3,0.1,0.9,8,,29,0.01,0.15,0.15,0.25,0.04,,13.6,0.27,12.3,0.1,0.1,,,11,150,110,,0.4,42,0.1,97,k.A.,5.5,,
"Joghurt, Haselnuss",,,3.8,15,4.6,119,2.5,1.6,0.4,,,14,0.1,0.9,11,,29,0.01,0.13,0.09,0.31,0.07,,9,0.4,Sp.,0.1,0.78,,,16,150,110,,0.5,46,0.1,100,k.A.,6.5,,
"Joghurt, Mokka",,,3.7,14.1,3.1,99,1.9,0.7,0.1,,,13.2,0.1,0,9,,28,0.01,0.22,0.11,0.26,0.12,,10.3,0.15,Sp.,0.1,0.09,,,13,170,130,,0.4,42,0.1,100,k.A.,6,,
"Joghurt, Mokka, Bio",,,3.4,13.1,3.3,95,k.A.,k.A.,k.A.,,,12.4,0.1,0,k.A.,,34,0.01,0.16,0.1,0.29,0.18,,10.3,0.3,Sp.,0.1,0.12,,,18,200,120,,0.5,42,0.2,100,k.A.,6,,
"Joghurt, nature",,,3.9,4.5,3.6,66,2.2,0.9,0.2,,,4.5,0.1,0,11,,39,0.02,0.18,0.09,0.33,0.04,,5,0.3,2,0.1,0.1,,,12,170,140,,0.4,49,0,110,k.A.,16,,
"Joghurt, nature, mager",,,4.7,5.5,0.1,42,0.1,0,0,,,5.5,0.2,0,0,,1,0.05,0.26,0.13,0.4,0.06,,13,0.44,Sp.,0.1,Sp.,,,15,210,160,,0.5,60,0.1,130,k.A.,9.5,,
"Joghurt, Schokolade",,,3.9,16.9,3.9,120,2.4,0.9,0.2,,,15.5,0.1,0.8,11,,31,0.01,0.12,0.09,0.3,0.06,,9,0.3,Sp.,0.1,0.43,,,18,200,130,,0.5,44,0.3,110,k.A.,6,,
"Joghurt, Vanille",,,3.7,14,3,98,1.8,0.7,0.1,,,13.1,0.1,0,9,,24,0.02,0.14,0.09,0.34,0.03,,13,0.4,Sp.,0.1,0.08,,,11,130,130,,0.5,45,0,100,k.A.,6.5,,
"Joghurtalternative aus Soja, mit Früchten oder Aroma",,,3.4,12.2,1.8,82,0.3,0.4,1,,,10.9,0.1,1.4,0,,4,0.04,0.04,0.1,0.16,0.06,,19.5,0,0.5,0.5,1.8,,,19,81,k.A.,,0.1,31,0.5,86,10,5,,
"Joghurtalternative aus Soja, mit Früchten oder Aroma, mit Calcium angereichert",,,3.4,12.2,1.8,82,0.3,0.4,1,,,10.9,0.1,1.4,0,,4,0.04,0.04,0.1,0.16,0.06,,19.5,0,0.5,0.5,1.8,,,19,81,120,,0.1,31,0.5,86,10,5,,
"Joghurtalternative aus Soja, nature",,,4.0,1.5,2.2,45,0.4,0.5,1.1,,,0.6,0.1,1.5,0,,15,0.04,0.04,0.16,0.16,0.04,,26.2,0,0.5,0.5,1.75,,,22,79,13,,0.1,33,0.4,27,10,10,,
"Joghurtalternative aus Soja, nature, mit Calcium angereichert",,,4.0,1.5,2.2,45,0.4,0.5,1.1,,,0.6,0.1,1.5,0,,15,0.04,0.04,0.16,0.16,0.04,,26.2,0,0.5,0.5,1.75,,,22,79,120,,0.1,33,0.4,27,10,10,,
"Johannisbeere, rot, roh",,,1.6,7.1,0.7,50,0.2,0.1,0.4,,,6.6,0.0,4.6,0,,2,0.03,0.04,0.29,0.65,0.04,,10.5,0,31,0,0.8,,,12,230,38,,0.2,5,0.4,38,1.3,1,,
"Johannisbeere, schwarz, roh",,,1.3,9.7,0.9,71,0.1,0.1,0.5,,,9.7,0.0,5.8,0,,10,0.04,0.08,0.31,0.34,0.07,,11.5,0,209.3,0,1.5,,,23,330,57,,0.3,2.5,1.2,54,1.1,1,,
"Johannisbeerkuchen, hausgemacht (mit süssem Mürbeteig)",,,3.5,22.6,11.7,216,5.8,3.9,1.2,,,10.6,0.1,3.2,19,,50,0.05,0.05,0.23,0.52,0.05,,8.3,0.05,18,0.1,1.26,,,14,180,34,,0.3,44,0.5,55,k.A.,2.3,,
"Johannisbeerkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,3.5,15.5,6.9,145,3.1,2.5,1,,,6.2,0.2,3.5,18,,9,0.04,0.06,0.23,0.59,0.05,,7,0.08,16.5,0.1,1.14,,,14,180,39,,0.3,92,0.5,59,2.4,3.6,,
"Johannisbeerkuchen, hausgmacht, gebacken (mit Blätterteig)",,,3.3,14.8,7.1,143,3.1,2.7,1,,,6.2,0.3,3.4,18,,9,0.04,0.06,0.22,0.58,0.04,,7.2,0.08,16.5,0.1,1.18,,,11,180,38,,0.3,110,0.4,50,2.3,3.5,,
"Kaffee löslich, Pulver",,,11.2,42.6,Sp.,253,Sp.,Sp.,Sp.,,,3.6,0.1,19.1,0,,0,0.01,0.11,22,0.4,0.03,,1,0,0,0,0,,,390,4380,170,,0.5,58,4.4,350,k.A.,20,,
"Kaffee, schwarz, ungezuckert",,,0.1,0.3,0,2,0,0,0,,,0,0.0,0.1,0,,0,0,0,0.13,0,0,,0,0,0,0,0,,,3.3,26,8,,0,1.3,0,2.1,k.A.,0.1,,
Kaffeerahm,,,2.6,3.8,15,161,9,3.5,0.7,,,3.8,0.2,0,50,,151,0.02,0.14,0.1,0.4,0.02,,2.7,0.5,1,0.3,0.34,,,8.2,140,96,,0.3,77,0,91,k.A.,11,,
Kakaobutter,,,0.0,0,100,900,59.7,32.9,3,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,0.5,,,0,0,0,,0,0,0,0,0,0,,
Kakaopulver,,,22.5,10.8,24.5,419,14.4,8.2,0.8,,,2.2,0.0,32.7,0,,7,0.13,0.4,2.7,1.1,0.14,,38,0,Sp.,0,0.68,,,410,1920,110,,5.7,17,13,660,k.A.,2.8,,
"Kaki, roh",,,0.9,14.3,0.3,70,0,0.1,0.1,,,13.9,0.0,3.4,0,,57,0.04,0.08,0.2,0.14,0.03,,19,0,15.1,0,0.12,,,7.2,160,6.9,,0.4,5,0.1,13,k.A.,1.8,,
"Kalb, Brust, gekocht (ohne Zugabe von Fett und Salz)",,,23.5,0,15.5,234,6.6,7.3,1.2,,,0,0.1,0,104,,6,0.05,0.22,k.A.,1.29,0.18,,6.5,1.37,0,5.4,0.31,,,15,220,6.1,,3.7,41,0.9,160,k.A.,2.7,,
"Kalb, Brust, roh",,,18.3,0,14.5,204,6.2,6.8,1.1,,,0,0.2,0,73,,6,0.08,0.19,k.A.,1.5,0.32,,7,1.6,0,5,0.29,,,18,310,5.3,,2.6,64,0.6,170,k.A.,1.9,,
"Kalb, Eckstück, roh",,,22.2,0,1.6,103,0.5,0.5,0.2,,,0,0.2,0,65,,6,0.08,0.28,9.56,1.09,0.47,,14,1.1,0,Sp.,0.26,,,27,370,5,,2.3,64,2.3,220,k.A.,0.1,,
"Kalb, Filet, roh",,,21.2,0,3.8,119,1.3,1.3,0.4,,,0,0.2,0,78,,6,0.07,0.26,9.08,1.39,0.56,,14,1.2,0,Sp.,0.3,,,25,320,17,,2.5,91,1.4,210,k.A.,0.1,,
"Kalb, Gehacktes, roh",,,20.5,0,2.4,104,1.2,1.3,0.4,,,0,0.1,0,72,,6,0.08,0.19,k.A.,1.5,0.51,,7,1.6,0,5,0.5,,,20,330,4.9,,3.3,57,0.8,190,k.A.,1.9,,
"Kalb, Geschnetzeltes, gebraten (ohne Zugabe von Fett und Salz)",,,28.2,0,1.1,123,0.5,0.5,0.3,,,0,0.1,0,89,,4,0.05,0.22,k.A.,1.62,0.28,,8,1.51,0,3.7,0.37,,,25,290,5.8,,4.5,59,0.8,230,k.A.,2.6,,
"Kalb, Geschnetzeltes, roh",,,22.0,0,1.1,98,0.5,0.5,0.3,,,0,0.1,0,66,,6,0.08,0.19,k.A.,1.5,0.46,,7,1.6,0,5,0.5,,,22,360,4.8,,3.3,51,0.6,200,k.A.,1.9,,
"Kalb, Haxe, geschmort (ohne Zugabe von Fett und Salz)",,,29.7,0,5.1,165,1.6,1.6,0.5,,,0,0.1,0,109,,7,0.06,0.35,8.7,1.16,0.32,,14.2,0.94,0,0,0.35,,,26,280,6.6,,3.5,44,3.5,270,k.A.,0.2,,
"Kalb, Haxe, roh",,,20.7,0,4.4,122,1.4,1.4,0.4,,,0,0.2,0,70,,6,0.08,0.27,9.28,1.06,0.45,,14,1,0,Sp.,0.3,,,26,360,5,,2.3,62,2.3,220,k.A.,0.1,,
"Kalb, Kotelett, roh",,,20.7,0,8.7,161,3.6,3.7,0.8,,,0,0.1,0,62,,6,0.08,0.19,k.A.,1.5,0.62,,7,1.6,0,5,0.79,,,19,340,5.3,,2.9,51,0.6,180,k.A.,0.1,,
"Kalb, Leber, roh",,,19.6,4.6,4.3,135,1.3,0.8,1.1,,,0,0.2,0,350,,11457,0.24,2.54,14.44,7.9,0.9,,240,60,23,0.3,0.24,,,19,300,9,,4,68,7.4,330,k.A.,4.3,,
"Kalb, Milken, roh",,,17.2,0,3.4,99,1.3,1.1,0.2,,,0,0.2,0,268,,5,0.08,0.17,2.58,1,0.03,,15,6,56,Sp.,0.2,,,16,430,4,,1.9,83,1.9,560,k.A.,4,,
"Kalb, Niere, roh",,,15.8,1,5,112,2.2,1.2,0.3,,,Sp.,0.4,0,364,,210,0.37,2.5,6.47,4,0.5,,80,28.2,12.7,0.5,0.2,,,16,270,11,,1.8,180,12,240,k.A.,4.2,,
"Kalb, Nierstück, Steak, gebraten (ohne Zugabe von Fett und Salz)",,,27.3,0,3.9,144,1.3,1.3,0.4,,,0,0.3,0,106,,4,0.04,0.3,9.82,1.5,0.34,,16.1,1.14,0,0,0.22,,,29,260,21,,3.4,100,1.8,240,k.A.,0.1,,
"Kalb, Nierstück, Steak, roh",,,22.8,0,2.4,113,1.1,1.2,0.4,,,0,0.1,0,65,,6,0.08,0.19,k.A.,1.5,0.51,,7,1.6,0,5,0.5,,,21,360,4.7,,2.3,44,0.5,200,k.A.,3.5,,
"Kalb, Runder Mocken, roh",,,21.9,0,1.8,104,0.8,0.9,0.4,,,0,0.1,0,63,,6,0.08,0.19,k.A.,1.5,0.46,,7,1.6,0,5,0.5,,,20,370,4,,2.1,43,0.5,210,k.A.,1.8,,
"Kalb, Schulter, Braten, im Ofen gebraten (ohne Zugabe von Fett und Salz)",,,28.6,0,5.4,163,1.6,1.5,0.6,,,0,0.3,0,121,,6,0.08,0.38,7.38,1.71,0.31,,14.8,1.9,0,0,0.22,,,30,330,30,,5.9,120,2,270,k.A.,0.1,,
"Kalb, Schulter, Braten, roh",,,20.2,0,4.8,124,1.4,1.4,0.5,,,0,0.2,0,81,,6,0.09,0.29,6.18,1.43,0.39,,11.7,1.7,0,Sp.,0.27,,,23,310,22,,4,91,1.4,200,k.A.,0.1,,
"Kalb, Voressen, roh",,,20.0,0,2.4,102,1.1,1.3,0.4,,,0,0.1,0,72,,6,0.08,0.19,6.19,1.5,0.51,,7,1.6,0,5,0.29,,,19,330,4.7,,3.7,57,0.6,190,k.A.,0.8,,
"Kalb, Zunge, roh",,,17.2,1.9,11.6,181,4.2,5.3,0.9,,,Sp.,0.2,0,100,,13,0.15,0.29,3.7,2,0.13,,5,4,2.7,Sp.,0.1,,,17,210,9,,2.6,86,2.8,190,k.A.,2.3,,
"Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett), roh",,,21.1,0,4.8,128,1.9,2,0.5,,,0,0.2,0,71,,6,0.08,0.23,8.27,1.4,0.45,,10.1,1.47,0,2.5,0.35,,,22,340,9.7,,2.6,66,1.1,200,k.A.,1.3,,
Kalbsbratwurst,,,12.5,1.2,19.2,228,7.9,9.7,1.9,,,1.2,1.9,0,53,,19,0.16,0.11,2.54,0.3,0.13,,k.A.,0.6,5.7,0.8,Sp.,,,12,150,20,,1.5,760,0.5,180,5.1,k.A.,,
"Kalbspiccata, zubereitet",,,22.5,5.5,11.6,217,3,5.8,1.4,,,0.1,0.9,0.3,155,,63,0.06,0.28,5.87,1.26,0.19,,23.3,1.1,0,0.8,0.81,,,25,230,100,,2.5,340,2.3,260,k.A.,14,,
"Kalbsplätzli, gebraten (ohne Zugabe von Fett und Salz)",,,28.4,0,1.6,128,0.5,0.5,0.2,,,0,0.2,0,88,,4,0.05,0.32,10.34,1.18,0.29,,16.1,1.04,0,0,0.19,,,31,300,6.1,,3.2,74,3,260,k.A.,0.1,,
"Kalbsplätzli, gebraten in HOLL-Rapsöl",,,26.8,0,8.6,185,0.9,5.9,1.1,,,0,1.0,0,83,,4,0.05,0.3,9.73,1.11,0.27,,15.1,0.98,0,0,0.57,,,29,280,5.8,,3,390,2.8,240,k.A.,0.3,,
"Kalbsragout mit Sauce, zubereitet",,,10.7,2.9,3.2,85,0.6,2.1,0.4,,,1.2,0.7,0.6,40,,120,0.03,0.09,2.12,0.63,0.14,,8.6,0.53,0.7,2.1,0.6,,,8.8,130,8.9,,2.1,300,0.4,91,k.A.,1,,
"Kalmar, roh",,,16.0,2.3,1.1,83,0.2,0.1,0.3,,,Sp.,0.4,0,150,,75,0.02,0.2,2.2,Sp.,0.06,,13,1.3,5,Sp.,0.77,,,40,270,14,,1.1,160,0.6,200,k.A.,20,,
"Kaninchen (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)",,,28.0,0,10.3,205,3.5,1.7,2.7,,,0,0.2,0,96,,0,0.15,0.09,9.96,1.1,0.41,,11,13.7,0,0,0.55,,,34,450,19,,1.9,62,2.2,290,k.A.,0.8,,
"Kaninchen (Durchschnitt), roh",,,20.5,0,7.5,150,2.5,1.2,2,,,0,0.1,0,70,,0,0.11,0.07,7.27,0.8,0.3,,8,10,0,Sp.,0.4,,,25,330,14,,1.4,45,1.6,210,k.A.,0.6,,
"Kaninchen, Filet, roh",,,24.3,0,1.5,111,0.5,0.5,0.4,,,0,0.1,0,51,,0,0.05,0.11,4,0.69,0.74,,4,8.7,0,k.A.,0.35,,,28,380,4.5,,0.6,33,0.3,210,k.A.,4.1,,
"Karotte, gedämpft (ohne Zugabe von Salz)",,,0.7,8,0.4,44,0.1,0.1,0.1,,,6.3,0.1,2.8,0,,1384,0.03,0.02,0.27,0.32,0.07,,39.6,0,2.8,0,0.3,,,6.7,210,31,,0.2,25,0.1,24,0.2,1.9,,
"Karotte, roh",,,0.6,7.6,0.4,42,0.1,0.1,0.1,,,6,0.1,2.7,0,,1384,0.03,0.02,0.3,0.34,0.07,,59.4,0,3.1,0,0.27,,,7.1,220,29,,0.2,28,0.1,23,0.2,1.8,,
Karottensaft,,,0.7,6.8,0.1,33,Sp.,Sp.,Sp.,,,4.8,0.1,0.9,0,,995,0.06,0.06,0.4,0.23,0.2,,4,0,7,0,0.56,,,13,270,24,,0.1,35,0.5,39,k.A.,15,,
"Kartoffel, geschält, gedämpft (ohne Zugabe von Salz)",,,2.0,15.6,0.1,75,0,0,0.1,,,0.7,0.0,2.1,0,,1,0.07,0.05,1.1,0.33,0.12,,13.1,0,15.8,0,0.06,,,22,350,5,,0.2,0.9,0.2,50,0.2,3.9,,
